"","No screening","0.648 0.496 POCT","0.576 0.496 POCT","0.504 0.496 POCT","0.648 0.64 POCT","0.576 0.64 POCT","0.504 0.64 POCT","0.648 0.784 POCT","0.576 0.784 POCT","0.504 0.784 POCT","0.9999 0 POCT","0.882 0.417 POCT","0.807 0.61 POCT","0.667 0.872 POCT","0.533 0.952 POCT","0.331 0.987 POCT"
"17",19.2392092902465,19.5552182799935,19.4720757095106,19.4111286396989,19.7055708864658,19.5863220950095,19.4965845753195,20.0569662988491,19.8679279667464,19.7150015564808,21.8927680723486,20.1257738318903,20.0916191121274,20.6311919850273,21.1688401146042,21.5580750585865
"18",19.3912714647176,19.6283543198993,19.5659350342499,19.5200100965285,19.7422771455504,19.652982726272,19.5852773870777,20.0041005940052,19.865567290765,19.7516326916184,21.2186113140024,20.044445101956,20.0243646080662,20.4117418686465,20.7678854935461,21.0085095979358
"19",19.0724135853511,19.3259667896065,19.2567688172661,19.2066357520461,19.4591541585739,19.3563860079493,19.2799136968458,19.7814348750413,19.6116833323499,19.4752606805782,21.4322117433061,19.8088753667699,19.7944924174438,20.3147003478364,20.8090091784672,21.1473648646355
"20",18.3658083202993,18.8254908811264,18.7092943865967,18.6228087903235,19.0225711698326,18.8623128956397,18.7396493905881,19.4607081878286,19.2209327431007,19.0237322075674,21.6615747529395,19.5939106351959,19.5295876277969,20.1474210357347,20.7727259934396,21.2423764792943
"21",20.1649995098765,20.426984398797,20.3652796813984,20.3177758239931,20.5232142995268,20.4435312566766,20.3799096868036,20.7163041630498,20.6106376054581,20.5189887254558,21.487387130881,20.7901937202536,20.7556063729521,20.9811756125324,21.1905654385042,21.3408449797286
"22",18.9194231734421,19.2257668538469,19.1450504548469,19.085797683831,19.372709107992,19.2569470240576,19.1695446854472,19.713803060284,19.5319358207888,19.3836477303024,21.3908511922112,19.7721031503959,19.7430749494012,20.2584054068862,20.7510650668062,21.0948033165342
"23",18.0082100929814,18.5437410786003,18.4075017739575,18.30623101381,18.7779599525314,18.5889978565525,18.4444378715628,19.3007566700187,19.0170104882612,18.7831399412245,21.8489495092194,19.4422354720205,19.3736040120922,20.1146812213014,20.844534190111,21.3766503469692
"24",21.2345169208066,21.2830362460187,21.2705584753015,21.2613342873279,21.3047548787254,21.287259764164,21.2739729026564,21.3541186933584,21.3272655865267,21.3053600207801,21.6084110505091,21.3670700553274,21.3607569863029,21.4331018851686,21.506128053114,21.5602153707765
"25",18.7419587464505,19.3617797538733,19.2170827365981,19.1052241856579,19.5853568920405,19.3998965707017,19.2510655464624,20.0288202962737,19.7861713161901,19.5744273998126,21.7586551079447,20.2017554166716,20.1210820551353,20.6283557316023,21.0951463313559,21.4290071834449
"26",20.2230461311642,20.4313994901987,20.3805782467035,20.3422265210701,20.5128883006821,20.4451180800685,20.392442904043,20.685959611064,20.589571994674,20.5091397626933,21.5324740689985,20.7560330345844,20.7228635567672,20.9472083799189,21.1786610306279,21.3604022596273
"27",20.6188099037888,20.7691207668985,20.733551974718,20.7062311115272,20.8248410601397,20.7787262444811,20.7420114017396,20.9373519721662,20.875740981846,20.8224954591061,21.3936533404669,20.9801735129443,20.9600976804138,21.0930195856658,21.2171814173719,21.3065834634454
"28",20.0252474004448,20.2640367508791,20.2042292849911,20.1595112401766,20.3643183728063,20.2825876584817,20.2196609059375,20.5839611536214,20.463826166526,20.3642378920001,21.6454694265984,20.6530665708335,20.6198554875301,20.9210957139968,21.2209014785133,21.443646618454
"29",19.6296206562237,19.9795753927285,19.8934247949143,19.8283824610266,20.1216279918044,20.0058995828386,19.9156160259029,20.4234731259841,20.2595493427979,20.1210315961897,21.741525640793,20.5183000267956,20.4730377374081,20.8644246803955,21.2343785445843,21.498414238339
"30",18.4515147621841,18.9514730688996,18.8258839858795,18.7316054090903,19.1660356251025,18.9944279041828,18.8611535696811,19.6290454643027,19.3820349330892,19.1732077773325,21.5713617502659,19.7403694250694,19.686691043548,20.3020201100468,20.8542930024722,21.2273760014336
"31",18.8971886034437,19.3667422854627,19.2548586706557,19.1694501161118,19.5416026379114,19.3955356503161,19.2803360728838,19.9005042462897,19.7009687448503,19.5312825327685,21.5071185566308,20.0522080877784,19.9810489894899,20.4172364176436,20.8517825836414,21.1856248324509
"32",19.6014540021704,19.8665031221075,19.7997103456377,19.7498527244963,19.9798122100248,19.8880309246549,19.8174571276993,20.2293174548829,20.0936788010451,19.9811972907986,21.4159139017684,20.3012401104215,20.2665334870187,20.6117027186168,20.949362870788,21.1952171913775
